id,char_name,command,hit_level,damage,speed,on_block,on_hit,on_counter,notes,is_throw,is_common,gif,punishable
287,alisa,DES 1+2,hhh,"7,7,20","16,,",0,+15k,+15k,Homing,,,,
288,alisa,DES f+1,h x 7,3*7,"12,,,",2,11,11,,,,,
289,alisa,DES f+2, (Sky)!,"3,2,1,1,1","10,,,",,KND,KND,,,,,
290,alisa,DES f+1+2,m x 8,"3*7,13","23,,,",7,CS,CS,,,,,
291,alisa,"DES f+1+2, 1+2","m x 5, m","3*5,20(,3)","23,,,(b)",-53,Launch,Launch,,,,,
292,alisa,DES d+1,l x 5 (TC),"4*4,8","20~21, cs4~",-12,+3s,+3s,,,true,,
293,alisa,DES d+2,llll,5*4,"26,,,",-14~-13,+2~+3,2~+3,,,,,
294,alisa,"DES d+2, *",l x 5 or 6,5*5or6,"26,,,",-12~-11,+4~+5,+4~+5,,,,,
295,alisa,DES b+2,m,17,18~20,-12~-10,0~+2,CS,,,,,
296,alisa,"DES b+2, 1","m, m, Sm x 4","17,8,5*4",18~20,-8s,KND,KND,,,,,
297,alisa,"DES b+3+4 or b, b or u/b, b",(Special) (TJ),,a,,,,,,,,
298,alisa,DES u or d+3+4,(Special) (TJ),,,,,,,,,,
299,alisa,"DES u or d+3+4, 1","(Special) (TJ), m",25,20~21 (44~),-13,KND,KND,Wall bounce,,true,,
300,alisa,DES d/f+1+2,"m, (DES)",25,18,-13,+8k,+8k,Power Crush,,,,
301,alisa,DES u/b or u or u/f+1+2,mmm (TJ),9*3,"29,,, js5~28",-9s,CS,CS,,,,,
302,alisa,"DES u/f+1+2, 1+2","m x 3 (TJ), (Special)",9*3,"29,,, js5~28",-9s,CS,CS,,,,,
303,alisa,DES BT 1 or 2,m x 6,4*6,"19,,,",-9,CS,CS,,,,,
304,alisa,"DES f+3+4 or f, f (to DBT)",(DBT),,"19,,,",,,,,,,,
305,alisa,DBT b (Cancel),(Special),,"19,,,",,,,,,,,
306,alisa,"DBT f+3+4, u or D",(Special) (TJ),,"19,,,",,,,,,,,
307,alisa,DBT 1,h x 6,5*6,"24,,, js1~20",9,11,11,,,,,
308,alisa,DBT 2,mmhhh,"8,8,8,20,25","16~17,,, js1~",-14,KND,KND,,,,,
309,alisa,"DBT 2, 1+2","mmhhh, (Special)","8,8,8,20,25","16~17,,, js1~",-14,KND,KND,,,,,
310,alisa,"DBT 2, 1","mmhh, h (TJ)","8,8,8,20,45",js1~,-12~10s,KND,KND,,,,,
311,alisa,"DBT 2, 1, 1+2","mmhh, h (TJ), (Special)","8,8,8,20,45",js1~,-12~10s,KND,KND,,,,,
312,alisa,DBT 1+2,mmmm,"5,5,5,20","12,,, js1~",0,KND,KND,,,,,
313,alisa,f+1,h,7,10,1,8,8,,,,,
314,alisa,d+1,Sm (TC),5,10s cs4~,-5,6,6,,,,,
315,alisa,u/b or u or u/f+1,m (TJ),12,18 js9~,-8,3,3,,,,,
316,alisa,u/b or u or u/f+2,h,17,15~16,-12~-11,+9~+10g,+9~+10g,,,,,
317,alisa,u/b+4,m (TJ),10,17~18 js9~,-9~-8,+7~+8,+7~+8,,,,,
318,alisa,FC+1,Sm (TC),5,10s cs1~,-5,6,6,,,,,
319,alisa,FC+2,Sm (TC),8,11s cs1~,-4,7,7,,,,,
320,alisa,FC+3,l (TC),12,16s cs1~,-17,-3,-3,,,,,
321,alisa,FC+4,l (TC),10,12s cs1~,-15,-4,-4,,,,,
322,alisa,SS+1,h,7,10(11~),1,8,8,,,,,
323,alisa,SS+2,h,10,12(13~),-6,5,5,,,,,
324,alisa,SS+3,m,12,14~15 (15~),-12~-11,-1~0,-1~0,,,,,
325,alisa,BT 1 or 2,h,15,8,-8,3,3,,,,,
326,alisa,BT 3,h,25,10,-8,KND,KND,,,,,
327,alisa,BT d+1 or 2,Sm,10,10s cs1~,-2,9,9,,,,,
328,alisa,BT d+3 or 4,l,12,10s cs1~,-11,3,3,,,,,
329,anna,in rage b+1+2,h,55,13,-9,Throw(KND),Throw(KND),Rage art,,,,
330,anna,in rage qcf+2+3,"m, m)","17,2",15,+5s,JG,JG,Rage drive,,,,
331,anna,1,h,7,10,1,8,8,,,,,
332,anna,"1, 2","h, h","7,1",10,-1,5,5,,,,,
333,anna,"1, 2, 1","h, h, h","7,10,6",10,-3,4,4,,,,,
334,anna,"1, 2, 1, 4","h, h, h, h","7,10,6,18",10,7,JG,JG,,,,,
335,anna,"1, 2, 1, d+4","h, h, h, l","7,10,6,12",10 cs,-13,-2,-2,,,,,
336,anna,"1, 2, 3","h, h, l",10 cs,"7,10,10",-14,-3,-3,,,,,
337,anna,"1, 2, 4","h, h, h","7,10,22",10,-6,KND,KND,Tail spin,,,,
338,anna,"1, 4","h, l","7,12",10 cs,-13,-2,-2,,,,,
339,anna,2,h,10,10,1,7,7,,,,,
340,anna,"2, 1","h, h","10,6",10,-3,4,4,,,,,
341,anna,"2, 1, 4","h, h, h","10,6,18",10,7,JG,JG,,,,,
342,anna,"2, 1, d+4","h, h, l (TC)","10,6,12",10,-13,-2,-2,,,,,
343,anna,"2, 3","h, m","10,14",10,-11,0,0,,,,,
344,anna,"2, 3, B","h, m (CJM)","10,14",10,-3,8,8,,,,,
345,anna,"2, 4","h, h","10,22",10,-6,KND,KND,Tail spin,,,,
346,anna,"2, d+4","h, l (TC)","10,1",10,-14,-3,-3,,,,,
347,anna,3,h,14,14,-16,-5,-5,,,,,
348,anna,"3, 3","h, l (TC)","14,1",14,-17,-6,-6,,,,,
349,anna,"3, 3, 2","h, l, m","14,10,10",14,-13,JG,JG,,,,,
350,anna,"3, 3, 3","h, l, h","14,10,18",14,-6,5,JG,,,,,
351,anna,"3, 3, 3, 1","h, l, h, m","14,10,18,20",14,+2s,+5s,KND,,,,,
352,anna,"3, 4","h, h","14,2",14,-6,KND,KND,,,,,
353,anna,4,h,15,11,-9,8,JG,,,,,
354,anna,"4, 3","h, l (TC)","15,13",11,-14,-3,-3,,,,,
355,anna,f+2,h,14,14,-2,4,4,,,,,
356,anna,"f+2, 3","h, h","14,2",14,-7,12k,+12k,Tail spin,,,,
357,anna,f+3,m,14,17,-13,-4,-4,,,,,
358,anna,"f+3, B",m (CJM),14,17,-5,4,4,,,,,
359,anna,"f+3, 2","m, m","14,2",17,-11,KND,KND,Tail spin,,,,
360,anna,f+4,m,28,19 js14,-14,KND,KND,Wall bounce ,,,,-14
361,anna,f+1+2 or WS+1+2,m,21,18,-18,KND,KND,,,,,
362,anna,f+2+3,m,25,14,-16,KND,KND,,,true,,-16
363,anna,d/f+1,m,13,13,-1,5,5,,,,,
364,anna,"d/f+1, 2","m, h","13(12),10",13,-3,2,9,,,,,
365,anna,"d/f+1, 2, 3","m, h, m (TJ)","13,10,20",13,-12,KND,KND,,,true,,-12
366,anna,"d/f+1, 2, 3, b","m, h","13, 10",13,-17,-12,-5,,,,,
367,anna,"d/f+1, 2, 4","m, h, h","13,10,22",13,-5,KND,KND,Tail spin,,,,
368,anna,d/f+2,m,16,16,-12,JG,JG,,,true,,-12
369,anna,d/f+3,m,13,14,-11,1,1,,,,,
370,anna,"d/f+3, 1, u or d",m (SS),13,14,-12,0,0,,,,,
371,anna,"d/f+3, 1, b",m (CJM),13,14,-15,-3,-3,,,,,
372,anna,"d/f+3, 1","m, h","13,10",14,-3,7,7,,,,,
373,anna,"d/f+3, 1, 2","m, h, h","13,10,6",14,-2,9,9,,,,,
374,anna,"d/f+3, 1, 4","m, h, h","13,10,20",,-3,-3,2,,,,,
375,anna,"d/f+3, 1, 4, 2","m, h, h, h","13,10,20,12",,-4,0,0,,,,,
376,anna,"d/f+3, 1, 4, 2, u or b","m, h, h, h (SS)","13,10,20,12",,-5,6,6,,,,,
377,anna,"d/f+3, 1, 4, 2, 3","m, h, h, h, h","13,10,20,12,20",,0,KND,KND,,,,,
378,anna,"d/f+3, 1, 4, 2, u/f+3","m, h, h, h, m","13,10,20,12,22",,-3,KND,KND,,,,,
379,anna,"d/f+3, 1, 4, 2, 1+2","m, h, h, h, m","13,10,20,12,21",,-18,KND,KND,,,,,
380,anna,"d/f+3, 2","m, h","13,12",,0,1,11,,,,,
381,anna,"d/f+3, 2, D/F","m, h (CD)","13,12",,-1,0,10,,,,,
382,anna,"d/f+3, 2, u or b","m, h (SS)","13,12",,-1,0,10,,,,,
383,anna,"d/f+3, 2, 1","m, h, h","13,12,6",,-3,4,4,,,,,
384,anna,"d/f+3, 2, 1, 4","m, h, h, h","13,12,6,18",,7,JG,JG,,,,,
385,anna,"d/f+3, 2, 1, d+4","m, h, h, l (TC)","13,12,6,12",,-13,-2,-2,,,,,
386,anna,"d/f+3, 2, 3","m, h, h","13,12,15",,-10,1,1,,,,,
387,anna,"d/f+3, 2, 4","m, h, h","13,12,22",,-6,KND,KND,Tail spin,,,,
388,anna,"d/f+3, 2, d+3","m, h, l (TC)","13,12,10",,-14,-3,-3,,,,,
389,anna,"d/f+3, 3","m, h","13,6",,-14,-3,-3,,,,,
390,anna,"d/f+3, 3, 3","m, h, h","13,6,8",,-11,0,0,,,,,
391,anna,"d/f+3, 3, 3, 1","m, h, h, h","13,6,8,14",,-9,15,15,,,,,
392,anna,"d/f+3, 3, 3, 3","m, h, h, h","13,6,8,20",,-6,KND,KND,Tail spin,,,,
393,anna,"d/f+3, 4","m, h","13,20",,-6,KND,KND,Tail spin,,,,
394,anna,d/f+4,l,14,16,-15,+5s,KND,,,true,,-15
395,anna,d/f+1+2 or CJM d/f+1+2,m,0,16,1,5,19,,,,,
396,anna,d+1,sm,5,10 cs4,-5,6,6,,,,,
397,anna,"d+1 or FC+1, 4","sm, m","5,10",,-11,0,0,,,,,
398,anna,d+2,m,17,16,-1s,+5s,KND,,,,,
399,anna,d+3,l (TC),12 cs4,16,-17,-3,-3,,,,,
400,anna,"d+3 or FC+3, 2","l, m","12,10",,-13,JG,JG,,,true,,-13
401,anna,"d+3 or FC+3, 4","l, h","12,18",,-6,5,JG,,,,,
402,anna,"d+3 or FC+3, 4, 1","l, h, m","12,18,20",,+2s,+5s,KND,,,,,
403,anna,d+4,l,7,12,-13,-2,-2,,,,,
404,anna,"d+4 or FC+4, 1","l, h","7(10),10",,0,6,11,,,,,
405,anna,"d+4 or FC+4, 1, u or d",l (SS),7(10),,-15,-4,-4,,,,,
406,anna,"d+4 or FC+4, 1, b",l (CJM),7(10),,-10,1,1,,,,,
407,anna,d+1+2,m!,50,60,KND,KND,KND,,,,,
408,anna,d/b+1,m,16,16,-12,3,3,,,,,
409,anna,"d/b+1, D",m,16,,-12,3,3,,,,,
410,anna,"d/b+1, 4","m, m","16,17",,-15,-1,KND,,,,,
411,anna,d/b+2,sm,8,11,-4,7,7,,,,,
412,anna,"d/b+2 or FC+d/b+2 or FC+d+2, 4","sm, m","8,10",,-10,1,1,,,,,
413,anna,d/b+3,l (TC),21,27 cs6,-17,JG,JG,,,true,,-17
414,anna,d/b+4,l (TC),18,25 cs6,-18,-7,-7,,,,,
415,anna,"d/b+4, 3","l (TC), l (TC)","18,14",,-16,-5,KND,,,,,
416,anna,"d/b+4, 4","l (TC), m (TJ)","18,15",,-20S,Throw(KND),Throw(KND),,,,,
417,anna,d/b+1+2,m,30,20 pc8,-13,KND,KND,Power crush,,true,,
418,anna,d/b+3+4 (clean hit),l (TC),27,24,-26,-4,-4,,,,,
419,anna,d/b+3+4,l (TC),18,24 cs 6,-26,-6,-4,,,true,,
420,anna,"d/b+3+4, 3","l (TC), h (TJ)","27(18),23",,-7,KND,KND,,,,,
421,anna,b+1,m,14,18,-11,0,0,,,,,
422,anna,"b+1, 2","m, h","14,12",,-12,-1,-1,,,,,
423,anna,"b+1, 2, 2","m, h, m (TJ)","14,12,24",,-11,KND,KND,,,,,
424,anna,b+2,h,10,15,-9,1,1,Homing,,,,
425,anna,"b+2, 2","h, h","10,20",,-2,KND,KND,,,,,
426,anna,b+4,m,17,20,-9,9,KND,"Tail spin, homing",,,,
427,anna,u/b or u+1,m (TJ),12,18 js9,-12,3,3,,,,,
428,anna,u/b or u or u/f+1,h,17,15,-12,9,9,,,,,
429,anna,u/f+1,h,10,13,-4,7,7,,,,,
430,anna,"u/f+1, 3","h, m","10,17",,-16,7,KND,,,,,
431,anna,"u/f+1, 3, 3+4","h, m, mm","10,17,10,10",,-4,JG,JG,,,,,
432,anna,u/b+3,m (TJ),15,14 js6,-15,-4,-4,,,,,
433,anna,u+3,m (TJ),20,14 js6,-15,KND,KND,,,,,
434,anna,u/f+3,m (TJ),22,25 js10,-3,KND,KND,,,,,
435,anna,u/f+4,h (TJ),20,18 js9,-11,-3,-3,,,,,
436,anna,"u/f+4, 3","h (TJ), l","20, 10",,-17,-6,-6,,,,,
437,anna,"u/f+4, 3, 4","h (TJ), l, h","20,10,14",,-6,5,JG,,,,,
438,anna,"u/f+4, 3, 4, u or b","h (TJ), l, h (SS)","20, 10",,-7,4,4,,,,,
439,anna,U/B+4,m,15,18,-18,-12,-12,,,,,
440,anna,"U/B+4, D",m (TJ),15,,-19,-13,-13,,,,,
441,anna,U+4,m (TJ),18,18,-18,JG,JG,,,,,
442,anna,"U+4, D",m (TJ),18,,-19,JG,JG,,,,,
443,anna,U/F+4,m (TJ),21,18 js13,-18,JG,JG,,,true,,
444,anna,"U/F+4, D",m (TJ),21,18 js13,-19,JG,JG,,,,,
445,anna,u/f+3+4,mm (TJ),"4,18",20 js9,-3s,+5s,+5s,,,,,
446,anna,"u/f, N, 4",m (TJ),25,25 js9,-9,KND,KND,,,,,
447,anna,"U/B,b",(TJ),,js,,,,,,,,
448,anna,"f, F+2",h,21,16,6,KND,KND,"Homing, Tail spin",,,,
449,anna,"f, F+3",m (TJ),14,15 js13,-13,JG,JG,,,true,,
450,anna,"f, F+3, 4","m (TJ), m","14,12",,-23,JG,JG,,,,,
451,anna,"f, F+3, 4, 3","m (TJ), m, m","14,12,9",,-14,-3,-3,,,,,
452,anna,"f, F+3, 4, b+3","m (TJ), m, m (CJM)","14,12,9",,-1,10,10,,,,,
453,anna,"f, F+3, 4, b+3, 4, 1+2","m (TJ), m, m, m! (CJM)","14,12,9,45",,KND,KND,KND,,,,,
454,anna,"f, F+4",m (TJ),20,31 js10,0,KNd,KND,,,,,
455,anna,"f, F+4, B",m (TJ) (CJM),20,,-9,KND,KND,,,,,
456,anna,"f, F+1+2",m,25,18,-9,KND,KND,,,,,
457,anna,"f, f, f+2",m,10,15,-14,1,1,,,,,
458,anna,"f, f, f+2, 3","m, m (TJ)","10,28",js26,-13,KND,KND,,,,,
459,anna,"f, f, f+3",m (TJ),20,23 js3,-23,KND,KND,,,,,
460,anna,FC+1,sm (TC),5,10 cs1,-5,6,6,,,,,
461,anna,FC+d/b or d+2,sm (TC),8,11 cs1,-4,7,7,,,,,
462,anna,FC+3,l (TC),12,16 cs1,-17,-3,-3,,,,,
463,anna,FC+4,l (TC),10,12 cs1,-15,-4,-4,,,,,
464,anna,WS+1,m,13,13,-3,7,7,,,,,
465,anna,WS+2,m,22,18,-13,JG,JG,,,true,,-13
466,anna,WS+3,m,20,11,-11,0,0,,,,,
467,anna,"WS+3, B",m (CJM),20,,-3,8,8,,,,,
468,anna,WS+4,m,16,11,-6,5,5,,,,,
469,anna,FC+f+1,m,22,22,-9,KND,KNd,Wall bounce,,,,
470,anna,FC+f+2,m,25,20 pc8,-14s,KND,KND,,,true,,-14s
471,anna,FC+d/f+2,l (TC),14,20 cs1,-21,KND,KND,,,true,,-21
472,anna,FC+d/f+2~1,l (TC),21,20 cs1,-21,KND,KND,,,,,
473,anna,FC+u/b+4,m (TJ),15,18 js13,-18,-12,-12,,,,,
474,anna,"FC+u/b+4, D",m (TJ),15,,-19,-13,-13,,,,,
475,anna,FC+u+4,m (TJ),18,,-18,JG,JG,,,,,
476,anna,"FC+u+4, D",m (TJ),18,,-19,JG,JG,,,,,
477,anna,FC+u/f+4,m (TJ),21,18 js13,-18,JG,JG,,,,,
478,anna,"FC+u/f+4, D",m (TJ),21,18 js13,-19,JG,JG,,,,,
479,anna,FC+U/B+4,m (TJ),25,14 js11,-33,-22,-22,,,,,
480,anna,"FC+U/B+4, D",m (TJ),25,,-27,-16,-16,,,,,
481,anna,FC+U+4,m (TJ),28,14 js11,-33,KND,KND,,,,,
482,anna,"FC+U+4, D",m (TJ),28,,-27,KND,KND,,,,,
483,anna,FC+U/F+4,m (TJ),30,14 js11,-33,KND,KND,,,,,
484,anna,"FC+U/F+4, D",m (TJ),30,,-27,KND,KND,,,,,
485,anna,SS+2,l (TC),12,20 cs6,-12,0,1,,,,,
486,anna,SS+3,m,23,21,4s,8s,KND,,,,,
487,anna,SS+1+2,mm (TJ),"8,21",19,-4,JG,JG,,,,,
488,anna,Opponent down d+3+4,l,20,17,-17,-6,-6,,,,,
489,anna,"Back against wall b,b,u/b",m,21,35,1,KND,KND,,,,,
490,anna,BT+1 or 2,h,15,8,-8,3,3,,,,,
491,anna,BT+3 or 4,h,18,10,-8,KND,KND,,,,,
492,anna,BT+d+1 or d+2,sm,10,10,-2,9,9,,,,,
493,anna,BT+d+3 or d+4,h,12,10,-11,3,3,,,,,
494,anna,b+3 (to CJM),(CJM),,,,,,,,,,
495,anna,CJM d/f,(CD),,,,,,,,,,
496,anna,CJM 1,h,14,11,-9,15,15,,,,,
497,anna,"CJM 2, 1","h, m","10,12",,-7,4,4,,,,,
498,anna,CJM 3,m,18,12,-12,3,KND,,,true,,
499,anna,CJM 4,m (TC),20,27 cs14,-29,KND,KND,,,true,,
500,anna,CJM 1+2,m ,20,17,-4s,+6s,+6s,,,,,
501,anna,CJM 2+3,m ,20,13,-16,KND,KND,,,,,
502,anna,CJM d/b or d+3,l,6,15,-11,0,0,,,,,
503,anna,"CJM d/b or d+3, 3","l, h","6,20",,-7,7,7,,,,,
504,anna,CJM u/b+4,m (TJ),15,15 js8,-15,-4,-4,,,,,
505,anna,CJM u+4,m (TJ),20,15 js8,-15,-4,-4,,,,,
506,anna,CJM u/f+4,m (TJ),20,15 js8,-13,JG,JG,,,true,,
507,anna,"CJM f, F",(TC) (Rol),,cs,,,,,,,,
508,anna,"CJM f, F+3",m (TC),27,30,-11,KND,KND,,,,,
509,anna,"CJM f, F+4",h,21,40,7,JG,JG,,,,,
510,anna,qcf,(CD),,,,,,,,,,
511,anna,qcf+1,h,23,13,2,4,JG,,,,,
512,anna,qcf+2,m,17,16,-12,3,KND,,,,,
513,anna,"qcf+2, 1","m, m","17,20",,-14,KND,KND,,,,,
514,anna,"qcf+2, 1, B","m, m (CJM)",17,,-13,2,KND,,,,,
515,anna,qcf+3,m,14,16,-13,-2,-2,,,,,
516,anna,"qcf+3, 2","m, h","14,25",,-8,KND,Tail spin,Tail spin,,,,
517,anna,"qcf+3, 3","m, h","14,8",,-11,0,0,,,,,
518,anna,"qcf+3, 3, 1","m, h, h","14,8,14",,-9,15,15,,,,,
519,anna,"qcf+3, 3, 4","m, h, h","14,8,20",,-6,KND,KND,Tail spin,,,,
520,anna,qcf+4,mm (TC),"12,12",18 cs5,-12,+6k,+6k,,,,,
521,armorKing,In rage b+3+4,m (throw),55,20,-22,throw,throw,Rage art,,,,
522,armorKing,"In rage f, N, d, d/f+1+2",h!,0,20,+24g,+24g,+24g,Rage drive,,,,
523,armorKing,1,h,7,10,1,8,8,,,,,
524,armorKing,"1,2","h, h","7,10",,-1,5,5,,,,,
525,armorKing,"1, 2, 1","h, h, m","7, 10, 17",,-5,1,+31g,,,,,
526,armorKing,2,l,10,10,1,7,7,,,,,
527,armorKing,"2, 1","l, m","10, 12",,-1,7,7,,,,,
528,armorKing,3,h,25,17,-14,KND,KND,,,,,
529,armorKing,4,h,20,13,-5,6,JG,,,,,
530,armorKing,1+2,m,10,17,-10,0,0,,,,,
531,armorKing,"1+2, B",m (BT),10,,-10,0,0,,,,,
532,armorKing,"1+2, 2","m, h","10, 20",,-3,KND,KND,,,,,
533,armorKing,"1+2, 3","m, m","10, 17",,-13,8,KND,,,,,
534,armorKing,3+4,m (TJ),10,25 js11,-7,3,3,,,,,
535,armorKing,"3+4, 1","m, m (TJ) (throw)","10, 25(,5)",,0,Throw,Throw,,,,,
536,armorKing,"3+4, 2","m, m (TJ)","10, 25",,-18,KND,KND,,,,,
537,armorKing,1+4,m!,25,52,KND,KND,KND,,,,,
538,armorKing,f+2,m,12,15,-11,2,2,,,,,
539,armorKing,"f+2, 1","m, h","12, 20",,-9,KND,KND,,,,,
540,armorKing,f+3,m,17,16,-3,4,4,,,,,
541,armorKing,"f+3, 4","m, m ","17, 10",,-7,3,3,,,,,
542,armorKing,"f+3, 4, 3","m, m, h","17, 10, 23",,-7,KND,KND,Tail Spin,,,,
543,armorKing,"f+3, 4, 3 + b","m, m,","17, 10",,-15,,,,,,,
544,armorKing,f+4,m,21,23,+2s,+7s,KND,,,,,
545,armorKing,f+1+2,m,25,20 pc8,-13,KND,KND,Power Crush,,true,,-13
546,armorKing,f+1+4 or f+1~4,m,28,13,-20,KND,KND,,,true,,-20
547,armorKing,d/f+1,m  ,12,13,-1,7,7,,,,,
548,armorKing,d/f+2,m,21,15,-12,-1,KND,,,true,,-12
549,armorKing,"d/f+2, 1","m, h","21, 8",,-12g,-1,-1,,,,,
550,armorKing,d/f+3,m,17,17,-5,5,KND,,,,,
551,armorKing,d/f+4,m,15,12,-4,7,7,,,,,
552,armorKing,d/f+1+2,m,20,23,-7,KND,KND,"Homing, Tail spin",,,,
553,armorKing,d/f+3+4,m (TC) (throw),"15(,30)",28 cs13,-18,-7,-7,,,,,
554,armorKing,d/b or d+1,sm (TC),5,10 cs4,-5,6,6,,,,,
555,armorKing,"d+1, 4 or FC+1, 4","sm, m","5, 13",,-10,6,6,,,,,
556,armorKing,d+2,m,17,17,-2,+5s,9,,,,,
557,armorKing,"d+2, 4","m, m","17, 17",,-14,-3,-3,,,,,
558,armorKing,"d+2, 4, 3","m, m, m","17, 17, 20",,-11s,KND,KND,,,,,-11s
559,armorKing,d+3,l,11,17,-12,1,9,,,,,
560,armorKing,d+4,l (TC),9,14 cs4,-13,-2,-2,,,,,
561,armorKing,d+1+2,m (TJ),25,30 js21,-8,0,0,,,,,
562,armorKing,d+3+4 or FC+3+4 or FC+d/f+4,l (TC),12,17 cs6,-16,-5,-3,,,,,
563,armorKing,"d+3+4, 1","l, h","12, 13",,-9,+15k,KND,Tail spin,,,,
564,armorKing,"d+3+4, 3","l, m","12, 13",,-16,KND,KND,,,true,,
565,armorKing,d+1+4 or d+2+3,l (special),,total 27,,,,,,,,
566,armorKing,"d+1+4 or d+2+3, 1+2",m (TC) (throw),"18 (,15)",14,-19s,Throw,Throw,,,,,
567,armorKing,"d+1+4 or d+2+3, 2",l,20,19,-13,5,KND,,,true,,
568,armorKing,d/b+2,m,10,14,-11,0,0,,,,,
569,armorKing,"d/b+2, 3","m, m","10, 20",,-13,21,21,,,,,
570,armorKing,"d/b+2, 4","m, h","10, 20",,-9,+13k,KND,Tail spin,,,,
571,armorKing,d/b+3,l (TC),20,23 cs8,-26,5,KND,,,true,,
572,armorKing,d/b+4,"l (TC, TJ)",20,29 cs6 js16,-20,KND,KND,,,,,
573,armorKing,d/b+1+2,m,30,26,3,KND,KND,,,,,
574,armorKing,"d/b+1+2, D",(special),,,,,,,,,,
575,armorKing,b+1,h,12,12,-7,5,KND,,,,,
576,armorKing,"b+1, 2","h, m","12, 15",,-12,6,KND,,,,,-12
577,armorKing,b+2,m,10,15,-9,+2s,+2s,,,,,
578,armorKing,"b+2, 1","m, m","10, 8",,-12,-1,-1,,,,,
579,armorKing,"b+2, 1, 2","m, m, h","10, 8, 20",,-7,KND,KND,Tail spin,,,,
580,armorKing,b+3,h,23,16,-10,KND,KND,,,,,
581,armorKing,b+4,m,15,15,-11,0,0,,,,,
582,armorKing,b+4 (when hit) 1+2,m (throw),"14, 20",,,throw,,,,,,
583,armorKing,b+1+2,m,0,18,1,5,16,,,,,
584,armorKing,b+1+4,m,24,31,-13,KND,KND,,,,,-13
585,armorKing,b+2+3,m!,50,3,JG,JG,JG,,,,,
586,armorKing,u/b+1,h,21,20,-6,KND,KND,Homing,,,,
587,armorKing,u or u/f+1,m (TJ),12,18 js9,-12,-1,-1,,,,,
588,armorKing,u/b or u or u/f+2,m (TJ),35,48 js9,-18s,KND,KND,,,,,
589,armorKing,u/b+3,m (TJ),25,23,-19,KND,KND,,,,,
590,armorKing,u or u/f+3,m (TJ),18,21 js17,-8,5,Launch,,,,,
591,armorKing,u/b+4,m (TJ),11,15 js9,-19,-8,-8,,,,,
592,armorKing,u+4,m (TJ),14,15 js9,-13,KND,JG,,,,,
593,armorKing,u/f+4,m (TJ),13,15 js9,-13,JG,JG,,,true,,
594,armorKing,u/f+1+2,m (TJ),25,35 js9,+2s,KND,KND,,,,,
595,armorKing,u/f+1+2 (hold),m! (TJ),45,67,KND,KND,KND,,,,,
596,armorKing,u/f+3+4,m (TJ),23,32 js8,-7,KND,KND,,,,,
597,armorKing,"u/f, N, 4",m (TJ),25,23 js9,-11,JG,JG,,,,,
598,armorKing,"u/f, N, 1+2",m (TJ),25,70,+2s,KND,KND,,,,,
599,armorKing,"u/f, N, 1+2 (hold)",m! (TJ),45,102,KND,KND,KND,,,,,
600,armorKing,"u/f, N, 3+4",l (TJ),12,52,-16,-5,-3,,,,,
601,armorKing,"u/f, N, 1+4",m! (TJ),25,87,KND,KND,KND,,,,,
602,armorKing,"f, F+2",m,23,16,-11,KND,KND,,,,,
603,armorKing,"f, f, N, 2",l (TC),17,19 cs12,-18,7,KND,,,true,,-18
604,armorKing,"f, F+3",h,23,17,0,KND,KND,"Homing, Tail spin",,,,
605,armorKing,"f, F+3, D",h (special),23,,8,KND,KND,"Homing, Tail spin",,,,
606,armorKing,"f, F+4",m,30,17,-14,KND,KND,Wall bounce,,,,
607,armorKing,"f, F+1+2",m (TJ),28,22 js18,-18,KND,KND,,,,,
608,armorKing,"f, F+3+4",h (TJ),35,23 js14,-10,KND,KND,,,,,
609,armorKing,"f, f, f+3",m (TJ),30,23 js3,+10g,KND,KND,,,,,
610,armorKing,"f, f, f+3+4",m (TJ),40,28 js9,+17g,KND,KND,,,,,
611,armorKing,WR+4,l (TJ),20,20 js7,-24,KND,KND,,,,,
612,armorKing,FC+1,sm (TC),5,10,-5,6,6,,,,,
613,armorKing,FC+2,sm (TC),8,11,-4,7,7,,,,,
614,armorKing,FC+3,l (TC),12,18,-16,-2,-2,,,,,
615,armorKing,FC+4,l (TC),12,14,-15,-4,-4,,,,,
616,armorKing,WS+1,m,16,16,-10,JG,JG,,,true,,-10
617,armorKing,WS+2,m,17,12,-10,2,KND,,,true,,
618,armorKing,WS+3,h,28,16,0,KND,KND,,,,,
619,armorKing,WS+4,m,20,11,-6,5,5,,,,,
620,armorKing,FC+d/f+2,m,23,24,1,KND,KND,,,,,
621,armorKing,SS+2,m,10,15,-12,-1,-1,,,,,
622,armorKing,"SS+2, 1","m, m",10,,-13s,JG,JG,,,true,,-13s
623,armorKing,SS+4,m,22,19,-12,KND,KND,,,,,
624,armorKing,SS+3+4,m (TC),28,24 js13,-6,KND,KND,,,,,
625,armorKing,"SS+3+4, Any button",m (TC) (special),28,,-26g,KND,KND,,,,,
626,armorKing,1+2+3+4,h! (charge),30,33,,,,,,,,
627,armorKing,"charge f, N, d, d/f+2",m,24,63,0,JG,JG,,,,,
628,armorKing,charge qcf+1+2,h!,30,73,0g,0g,0g,,,,,
629,armorKing,opponent grounded d+4,l,20,19,-16,-5,-5,,,,,
630,armorKing,"opponent grounded d+4, 4","l, l","20, 8",,-16,-5,-5,,,,,
631,armorKing,"opponent grounded d+4, 4, 4","l, l, l","20, 8, 6",,-16,-5,-5,,,,,
632,armorKing,BT 1 or 2,h,15,8,-8,3,3,,,,,
